305	polyamin cystic fibrosi polyamin concentr measur blood sampl seri cystic fibrosi cf patient control subject analys made fluorometr method amin react dansyl chlorid separ thin layer chromatographi kieselguhr signific differ polyamin concentr blood sampl cf patient control subject also spermidinespermin ratio similar group polyamin also analyz exocrin fluid although none could detect either cf control sweat saliva signific amount spermin spermidin present sampl bile duoden fluid thu seem like biliari rout signific pathway human excret polyamin observ polyamin excret consider concentr via bile children may interest view report elev urinari polyamin concentr neoplast state sinc measur amount spermin spermidin detect six bile prepar avail studi analysi substanc bile may benefit particular case
306	recurr acut pancreat patient cystic fibrosi normal pancreat enzym ten adolesc young adult cystic fibrosi cf welldocu recurr attack acut pancreat diagnosi cf patient delay pancreat insuffici diagnosi cf document typic pulmonari involv elev sweat sodium chlorid level case posit famili histori six ten patient two patient diagnos acut pancreat diagnosi cf made thu indic acut pancreat may present complaint young adult cf diagnosi acut pancreat base presenc sever abdomin pain usual vomit tender mid epigastrium elev serum urinari amylas serum lipas attack precipit fatti meal alcohol ingest postcholecystectomi tetracyclin administr patient precipit event could elicit intraven secretin pancreozymin stimul test reveal diminish bicarbon secret littl effect secret zymogen enzym mild attack pancreat occur secretinpancreozymin stimul endocrin pancreat function test four patient normal reveal glucos toler test determin serum insulin growth hormon free fatti acid transduoden pancreatogram perform three patient one show normal pancreat duct one show duct obstruct third patient beadi type narrow found selenomethionin se 75 uptak pancrea note head pancrea suggest loss function occur initi greater extent tail bodi pancrea three patient die show characterist lesion cf
307	letter comment outpati intraven therapi recent trend treat pediatr patient chronic diseas ambulatori basi true hemophilia cystic fibrosi despit success keep slightli two third patient hospit think might success futur follow point consid first mani initi select intraven medic due nonrespons oral therapi later consid failur intraven treatment might actual noncompli second point concern lack followup within patient home would seem would ideal place public health nurs check patient condit ensur procedur properli follow actual field condit correct amount medicin util dr david letter regard potenti problem noncompli home followup use outpati intraven antibiot point need type therapi institut center facet well control public health nurs util center supervis assist home manag cystic fibrosi good success
308	studi cor pulmonal cystic fibrosi effect diuresi effect acut diuresi patient cor pulmonal secondari cystic fibrosi studi hemodynam paramet arteri blood ga chang investig major effect note signific reduct system venou pressur pulmonari arteri pulmonari arteri wedg pressur either remain constant declin slightli consist chang note cardiac output arteri blood gase acut diuresi moder degre appear safe effect manner treat system venou congest cor pulmonal situat
309	endogen exogen insulin respons patient cystic fibrosi eight male patient cystic fibrosi normal nutrit normal physic activ rel mild pulmonari diseas evid liver diseas famili histori diabet mellitu underw seri carbohydr toler test comparison group 18 normal male subject match age bodi weight compar normal group patient cystic fibrosi significantli impair glucos toler significantli lower serum immunoreact insulin level oral intraven glucos toler test serum insulin level also significantli lower intraven administr tolbutamid patient cystic fibrosi reduct blood glucos concentr group significantli differ intraven insulin test decreas blood glucos concentr group spite significantli lower serum insulin level patient cystic fibrosi percentag fall plasma free fatti acid least great patient cystic fibrosi normal test procedur signific decreas plasma alphaamino nitrogen intraven administ insulin seen patient cystic fibrosi studi suggest carbohydr intoler cystic fibrosi consequ upon impair insulin respons glucos insulin defici partli compens increas peripher tissu sensit insulin
310	cystic fibrosi detect mean teststrip effect meconium screen albumin indic cystic fibrosi examin bmtest meconium appli 69000 investig 60 posit test cystic fibrosi confirm later increas albumin content observ four case cystic fibrosi
311	studi meconium disaccharidas activ meconium cystic fibrosi patient control meconium ileu repres earliest clinic manifest cystic fibrosi differ found composit amount protein mucoprotein mucopolysaccharid reduc sugar meconium newborn cystic fibrosi might signific rel pathogenesi earli diagnosi diseas studi enzymat activ disaccharidas lactas sucras maltas palatinas meconium infant cystic fibrosi control found increas specif activ enzym meconium infant cystic fibrosi compar specif activ meconium normal infant increas activ express micromol per gram protein per minut lactas 100 time higher sucras 18 time maltas 48 time palatinas 89 time
312	enhanc renal excret dicloxacillin patient cystic fibrosi singl oral dose 625 mgkg dicloxacillin suspens given ten cystic fibrosi cf patient eight normal subject peak serum concentr area concentr versu time curv dicloxacillin variabl averag 2 12 time lower cf patient time occurr peak serum concentr similar group total urinari recoveri dicloxacillin normal increas cf patient suggest intestin absorpt drug unaffect diseas low serum concentr cf patient caus unusu high renal clearanc dicloxacillin averag 282 135 compar 95 28 mlmin173 sq normal subject creatinin clearanc also elev cf patient 55 averag urea clearanc normal serum protein bind dicloxacillin similar group subject rapid excret result low variabl serum concentr antibiot treatment cf patient dicloxacillin may warrant use increas frequent dose monitor serum antibiot level
313	cystic fibrosi comparison two mucolyt drug inhal treatment acetylcystein arginin hydrochlorid clinic bronchoscop spirograph scintigraph chemic analys done 24 children cystic fibrosi assess mucolyt effect acetylcystein inhal versu larginin hydrochlorid aerosol latter drug less activ acetylcystein use treat children cystic fibrosi
314	patholog cystic fibrosi review literatur comparison 146 autopsi case review patholog find cystic fibrosi includ survey morpholog chang origin descript cf numer subsequ report analysi 146 case autopsi john hopkin hospit bill hospit achylia occur 85 90 patient approxim 1 7 patient cf present meconium ileu 1962 describ gallbladd abnorm 24 72 case cf 33 anderson origin descript cf hemosiderosi present nearli everi liver fatti infiltr frequent find respiratori tract invari involv cf heart never consid primari target organ cf bodian describ higher incid nephrocalcinosi cf routin pediatr autopsi 31 compar 11 increas longev patient cf male steril becom recogn complic increas electrolyt concentr sweat diagnost manifest cf although occasion patient escap defect nasal polyp frequent often recurr problem patient cf malabsorpt due pancreat exocrin defici origin describ main manifest cf autopsi diagnosi cf usual base combin lesion rather chang singl organ
315	evalu bronchial drainag patient cystic fibrosi examin studi result six test pulmonari function immedi preced follow bronchial drainag twentysix patient cystic fibrosi highli signific increas averag 567 413 1347 698 percent occur peak expiratori flow rate forc vital capac expiratori reserv volum inspiratori capac respect signific increas peak expiratori flow rate forc vital capac inspiratori capac observ subgroup six patient evid bronchospasm author conclud bronchial drainag produc signific increas routin pulmonari function valu result suggest treatment effect clear larger proxim airway benefit even presenc clinic bronchospasm
316	olfactori tast sensit children cystic fibrosi psychophys experi measur olfactori sensit 1 butanol sodium chlorid tast sensit sodium chlorid normal children children cystic fibrosi sensit children cystic fibrosi fell within normal rang result stand contrast henkin powel found children cystic fibrosi hypersensit olfactori tast stimuli appar hypersensit tast stimuli could result adapt effect rel high level sodium saliva children cystic fibrosi contamin effect saliva remov children cystic fibrosi yield averag tast threshold ident normal children appear simpl explan henkin powel found hypersensit odor present result indic fact children cystic fibrosi display slight hyposensit odor
317	quest basic defect cystic fibrosi search basic defect cystic fibrosi far singularli disappoint doubt diseas recess inherit ie parent carri cystic fibrosi gene without show sign ill health heterozyg transmit offspr child manifest diseas acquir abnorm gene doubl dose homozygot cystic fibrosi common genet determin diseas two type cultur cell fibroblast white cell affect individu heterozyg carrier cystic fibrosi show characterist chang metachromasia seem allow classif patient carrier distribut separ class serum patient cystic fibrosi pancrea disorganis movement cilia isol rabbit tracheal mucosa one earli also constant observ viscos secret mucos gland respiratori tract alimentari apparatu biliari system pancrea strike increas level sodium chlorid lesser extent potassium present sweat practic suffer cystic fibrosi howev frustrat tantalis outcom research basic defect far ultim answer like astonish simplic
318	inhal therapi cystic fibrosi inhal therapi divid two type intermitt aerosol therapi use administ medic brief period mist tent therapi use prolong period treatment present state knowledg basic defect cystic fibrosi make imposs give hard fast guid line use inhal therapi much depend individu experi physician degre pulmonari involv individu patient respons bronchodil assess rel easili assess mucolyt antibiot difficult antibiot use help clear infect patient earli diseas judg clear pathogen cough swab sputum patient chronic cough larg volum purul sputum posit cultur gram neg bacteria cultur never becom neg occasion patient definit clinic benefit claim sever ill patient dramat improv therapi introduc patient convinc benefit treatment cours imposs diseas vari clinic cours prove scientif inhal therapi reason improv
319	physiotherapi adolesc adult cystic fibrosi physiotherapi adolesc adult cystic fibrosi continu along line younger patient certain modif may necessari fit chang need patient transfer care paediatrician thorac physician may help admit hospit reassess admiss opportun taken review daili physiotherapi regimen patient parent postur drainag use aerosol breath exercis longterm followup complic haemoptysi spontan pneumothorax use intermitt posit pressur breath termin care discuss
320	genet incid cystic fibrosi cystic fibrosi genet determin disord evid cystic fibrosi inherit way come sever sourc birth frequenc cystic fibrosi unexpectedli high britain seriou ill easi calcul proport popul carrier birth frequenc diseas explan unlik high birth frequenc cystic fibrosi europ known attempt reduc substanti birth frequenc cystic fibrosi becom possibl practic detect reliabl carrier gene
321	physiotherapi children cystic fibrosi import regular effici postur drainag cannot emphasis strongli parent preschool primari school children young enough physic abl play major role routin physiotherapi treatment parent requir great deal support encourag physiotherapist must readi organis profession physiotherapi crisi time famili well event exacerb
322	medic manag cystic fibrosi manifest cystic fibrosi make complex diseas manag respiratori physician microbiologist gastroenterologist last least psychologist involv 1 10 babi cystic fibrosi born acut intestin obstruct due plug small intestin sticki meconium diagnosi made test excess salt sweat although possibl soon birth easier carri three week age babi sweat freeli great major children treat tend suffer progress frequent chest infect chronic chest infect reason tendenc lung children cystic fibrosi becom colonis harm bacteria known cystic fibrosi children absorb carbohydr normal 50 rang 45 80 protein fat eat major problem activ measur may requir occurr fibrosi liver 5 children children cystic fibrosi brought begin like children
323	cystic fibrosi adolesc adult improv treatment children suffer cystic fibrosi increas averag surviv 17 year age mani patient diseas come care thorac physician nearli everi patient bronchopulmonari diseas major problem pneumothorax encount 15 older patient occur bilater patient develop refractori airway obstruct trial steroid justifi patient cystic fibrosi also requir treatment pancreat insuffici diabet mellitu common cystic fibrosi normal popul analysi sweat essenti diagnosi psycholog stress impos upon patient famili great
324	emot problem cystic fibrosi emot distress associ cystic fibrosi consider moment diagnosi delay parent problem multipli part problem first vagu comprehend mani parent embark long haul care child almost total ignor diseas implic fact diseas inherit outstand import parent basi genet counsel diseas explan recess inherit even genet counsel given effect parent decid children famili plan problem yet solv physiotherapist also necessarili concern emot state behaviour child except latest stage diseas child emot distress directli relat discomfort symptom overprotect parent understand import persuad undesir perhap difficult question protect aris relat child knowledg disord cystic fibrosi miser diseas caus much distress emot otherwis
325	cystic fibrosi cystic fibrosi fibrocyst diseas pancrea common inherit diseas date still fatal outcom divers clinic manifest patholog find ad mysteri natur diseas tantalizingli conflict result biochem physic experiment studi mani laboratori western world one constant clinic observ viscos secret mucos gland respiratori alimentari tract duct biliari system pancrea approxim 10 15 per cent patient cystic fibrosi pancrea earliest manifest meconium ileu occur neonat period remain 85 90 per cent affect infant symptom gener becom evid within cours first year life lung symptom tend domin clinic pictur vast major untreat patient ultim decid outcom lower respiratori tract part involv nasal polyp accumul viscou secret paranas sinus subsequ bacteri infect unusu pancreat defici present vast major patient cystic fibrosi consist gross reduct complet absenc exocrin secret although histolog damag seen neonat period infant suffer meconium ileu gener fullblown pictur extens cirrhosi portal hypertens hepatosplenomegali sever sometim fatal haemorrhag oesophag varic seen older child adolesc screen newborn enabl institut protect measur lung complic aris attempt variou techniqu manag includ diet pancreat enzym replac treatment pulmonari diseas import aspect care patient cystic fibrosi prevent prioriti number one overal manag outlook child born cystic fibrosi depend larg extent upon avoid delay adult life two complic threaten exist cor pulmonal cirrhosi liver
326	screen earli detect diseas great britain account given screen earli detect diseas great britain today organis screen programm provid nation whole popul describ includ programm prenat care screen infant screen schoolchildren screen women carcinoma situ uterin cervix select screen programm tuberculosi variou industri diseas mention experi provis servic nation scale emphasis import evalu futur screen programm implement research studi effect possibl harm side effect cost evid research screen number diseas briefli summar conclud may develop programm earli detect treatment hypertens breast cancer diseas multiphas screen evid far avail insuffici warrant immedi extens research toward servic
327	studi immunoglobulin healthi children variou stage develop chosen ill studi carri view evalu develop immunoglobulin biosynthesi children birth first year life age 15 year well establish normal valu immunoglobulin class healthi children differ age condit investig geograf social econom situat also consider evalu bodi reaction antigen stimul administr gammaglobulin prepar order determin broadli develop humor immun paramet children qualit quantit investig immunoglobulin undertaken also chosen ill chang biosynthesi metabol immunoglobulin may connect pathogenesi ill type treatment cystic fibrosi cf ataxiatelangiectasia syndrom pituitari dwarfism fenyloketonuria pku group children investig systemat repeat evalu dynam chang
328	growth characterist protein content tissuecultur fibroblast cystic fibrosi patient prolifer rate cellular protein content measur cultur fibroblast deriv skin normal volunt cystic fibrosi patient three method measur growth indic condit cf fibroblast divid normal mean doubl time 29 hr logarithm growth phase howev lower cell proteindna ratio observ consist cf cultur differ present contactinhibit confluent fibroblast find appar reduct protein synthesi rapid divis coupl observ other cf fibroblast fail normal induc collagen format suggest possibl disturb biochem regul protein synthesi
329	insulin iontophoresi cystic fibrosi insulin vehicl without insulin administ separ iontophoresi patient cystic fibrosi cf oblig heterozygot healthi control result sweat chlorid concentr treatment prepar compar individu differ two treatment found control sampl decreas sweat chlorid concentr insulin iontophoresi comparison vehicl observ cf p smaller 0005 heterozygot p smaller 001 sampl observ suggest involv insulin cf possibl role insulin sweat gland function
330	decreas inhibit platelet aggreg pge1 children cystic fibrosi parent pge1 inhibit adpinduc platelet aggreg children cystic fibrosi parent much lesser extent normal control suggest may reliabl test heterozygot carrier cystic fibrosi
331	visibl fatti liver fatti infiltr liver identifi roentgenograph sever young children awar possibl sometim allow radiologist contribut understand patient metabol nutrit state child liver shown abnorm radioluc cystic fibrosi consid
332	select bronchial arteriographi patient cystic fibrosi massiv hemoptysi massiv hemoptysi potenti fatal complic long stand cystic fibrosi lobectomi may prevent hemorrhag death hemorrhag sourc identifi involv remain lung tissu mild select bronchial arteriographi perform six patient cystic fibrosi local lobar sourc bleed arteriograph find correl bronchoscop observ bronchial arteriographi may help bronchoscopi cannot done continu hemorrhag sever lung diseas preclud gener anesthesia adequ substitut bronchoscopi patient
333	bronchial labil children suffer diseas bronchi author studi bronchial reactiv children cystic fibrosi deform bronchiti reaction bronchi studi inhalatori exercis provoc inhalatori test monitor mean whole bodi plethysmograph free rang run use exercis test peak expiratori flow rate measur describ techniqu inhalatori test accur safe tire patient distinct differ bronchial reaction two group patient could state bronchial reaction inhalatori exercis test stronger group normal strong asthmat natur bronchial hyperreact patient still unknown inhalatori test seem sensit exercis test detect hyperreact
334	cystic fibrosi south west african afrikan exampl popul drift possibl heterozygot advantag incid genet recess diseas cystic fibrosi mucoviscidosi far excess report recent countri encount south west african afrikan probabl result immigr segment south african afrikan popul rich gene south west africa religi reason reason geograph isol gene persist perhap increas frequenc malaria kill mani earli settler might select spare carrier gene thu enrich occurr popul detail patient particularli regard criteria diagnosi given relev popul birth figur estim incid diseas carrier rate made screen newborn condit compil regist potenti obligatori carrier also discuss
335	electrophoret separ detect variat amylas isoenzym electrophoret techniqu demonstr amylas isoenzym describ separ agaros gel contain linear polyacrylamid polym reduc electroendosmot flow amylas fraction visual incub commerci avail dyestarch polym phadeba amylas test techniqu detect amylas fraction activ 10 ul characterist chang diseas acut chronic pancreat cystic fibrosi pancrea macroamylasemia inherit variant well maxillofaci surgeri mention
336	sourc serum isoamylas normal rang variat age isoamylas variou human tissu homogen bodi fluid separ agaros gel electrophoresi noth suggest signific product amylas liver minut amount amylas belong pancreat group isoamylas might produc gland proxim duodenum specif group isoamylas produc femal genit tract could demonstr serum urin activ amylas serum deriv two group isoenzym one group origin salivari gland pancreat gland contribut two sourc total serum amylas determin earli foetal life adult age low activ salivari isoamylas regularli found serum 14weekold foetus activ increas steadili age reach normal adult level 80 ul age 5 year pancreat group isoamylas serum develop later major children 3 month demonstr pancreat isoamylas activ activ rose slowli reach adult level 80 ul age 10 15 year activ vari sex diurnal variat isoamylas neglig children cystic fibrosi pancrea activ pancreat isoamylas serum low
337	antibacteri precipitin autoantibodi serum patient cystic fibrosi sera 84 patient cystic fibrosi 31 patient respiratori diseas 21 control person investig occurr antibacteri precipitin autoantibodi preciptin studi mean cross immunoelectrophoresi antinuclear factor indirect immunofluoresc techniqu rheumatoid factor latex fixat slide test heterogen antibacteri immun respons found patient cystic fibrosi notabl regard ps aeruginosa none patient control precipitin bacterium occurr precipitin st aureu pneumonia frequent cystic fibrosi patient compar control compar respiratori diseas patient signific differ found regard precipitin h influenza occurr rheumatoid factor antinuclear factor frequent cystic fibrosi patient two group investig pronounc heterogen humor immun respons ps aeruginosa cystic fibrosi patient chronic infect mucoid strain bacterium found correl poor prognosi reason discuss
338	solubl protein bronchopulmonari secret patient cystic fibrosi asthma bronchiti concentr nine plasma protein determin quantit immunoelectrophoresi sputum specimen 29 patient cystic fibrosi cf 24 patient sever asthma chronic bronchiti result suggest popul cf patient could divid two group spite absenc differ clinic statu group averag concentr seven plasma protein sputum group cf patient ident sputum patient bronchiti averag concentr six protein sputum group ii cf patient higher specimen bronchit patient similar correspond concentr sputum patient asthma examin statu asthmaticu averag concentr 14 secretori protein sputum specimen whether produc patient cystic fibrosi asthma bronchiti conclud concentr bronchopulmonari secret protein associ host defenc diminish patient cystic fibrosi failur produc adequ concentr protein antimicrobi activ unlik respons averag suscept chest infect cystic fibrosi suggest exist group cf patient pulmonari allerg reaction gener inflammatori respons sever character statu asthmaticu respons could detriment
339	pulmonari circul cystic fibrosi heart lung 36 patient die cystic fibrosi studi establish relationship right ventricular hypertrophi rvh patholog chang pulmonari circul clinic featur presenc degre rvh measur fulton techniqu weigh ventricl separ subject die age 3 year one six rvh although mean age group significantli differ remaind correl durat cyanosi haemoglobin level rvh although statist signific case without rvh tend club fingernail longer period death electrocardiogram use diagnosi rvh right ventricular hypertrophi common children lung larg volum judg radiograph centil lung length case rvh show reduc background haze arteriogram fewer arteri per unit area lung first time thicken medial muscl layer proport degre rvh demonstr smaller arteri arteri subintim fibrosi common case rvh thicken wall small pulmonari vein implic find discuss
340	comparison peak flow rate spirometr measur cyctic fibrosi patient studi done determin role wright peak flowmet evalu pulmonari function children cystic fibrosi peak expiratori flow rate measur use wright peak flowmet one second forc expiratori volum maxim midexpiratori flow rate maxim voluntari ventil measur spiromet total 55 children 25 cystic fibrosi diseas remaind normal measur repeat administr bronchodil drug cystic fibrosi patient valu four measur decreas significantli cystic fibrosi patient posit signific correl coeffici obtain compar peak flow rate spirometr measur conclud peak expiratori flow rate feasibl use measur pulmonari function cystic fibrosi patient chang observ administr bronchodil drug patient
341	clinicopatholog evalu 37 case cystic fibrosi pancrea infanc necropsi clinic morpholog find 37 case cystic fibrosi pancrea 525 full nonconsecut necropsi present 37 case diagnos postmortem examin autopsi incid 7 none case beyond two year age morpholog find reveal vari sever organ involv case absenc fibrosi pancrea two case histopatholog chang seem confin pancrea studi suggest cystic fibrosi play consider role infant death countri case diagnosi must necessarili base postmortem studi
342	letter congenit absenc vasa although gener true male patient cystic fibrosi infertil due congenit atresia absenc vasal structur find invari taussig et al report 2 wellstudi patient cystic fibrosi normal semen analysi write father children third patient normal semen analysi also known us addit mani instanc presum undocu patern patient cystic fibrosi center estim male fertil 2 3 per cent although low figur warrant semen analysi assum steril view feel diagnosi cystic fibrosi consid vasa absent incorrect exclud diagnosi basi palpabl vasa
343	letter cystic fibrosi absenc va deferen infertil abnorm mesonephr deriv common patient cystic fibrosi uniform find taussig et al report 2 patient cystic fibrosi prove fertil abnorm va could document patholog studi va found present patient die cystic fibrosi mani patient absenc could rule physic examin healthi young children va easili palpabl even degre certainti identif less postpubert male cystic fibrosi diseas protean manifest would mistak rule cystic fibrosi va palpat victim cystic fibrosi label infertil
344	obscur bilater calcifi swell paratesticular tissu case calcifi swell paratesticular tissu discov infant differ age describ exact caus obscur three patholog condit suggest possibl due old reaction meconium periton patent processu vaginali
345	cystic fibrosi complic heart failur surviv studi done 36 children cystic fibrosi heart failur thirti percent surviv first four week median surviv group two three month end first year onset failur 74 percent die 30 month 87 percent die
346	isoenzym alkalin phosphatas serum patient cystic fibrosi 36 children cystic fibrosi cf isoenzym alkalin phosphatas ap determin microelectrophoret polyacrylamid starchgel studi done evalu clinic signific addit data diagnosi liver involv cf result lead follow conclus serum activ total ap compar unsensit mask alter isoenzym pattern contribut ap serum activ 17 children resp 47 bileduct phosphatas increas indic secretostasi marker enzym cholestasi normal part activ bone phosphatas serum show signific correl degre growth retard patient intestin phosphatas present serum one child cirrhosi liver indic liver insuffici determin ap isoenzym serum may provid addit inform organ involv physician handl cf patient
347	mucoviscidosi total amylas activ serum mix saliva homozyg heterozyg subject total amylas activ serum mix saliva studi homozygot heterozygot mucoviscidosi healthi subject mean serum total activ 2690 1137 ul homozygot exceed nearli 50 case valu given literatur observ normal control differ control group signific p less 005 mean serum total amylas activ heterozygot agre mean valu healthi group 2035 795 ul without signific differ total amylas activ saliva homozygot 148700 65700 ul higher heterozygot 118300 74200 ul healthi children 51700 26500 ul differ homozyg healthi group strongli signific p less 001 heterozyg group combin healthi children adult group also signific p less 005 heterozygot salivari amylas activ slightli elev significantli differ control group result chang serum total amylas activ
348	effici two pancreat extract patient cystic fibrosi nitrogen lipid absorpt coeffici studi 62 patient cystic fibrosi age 212 12 year compar result obtain 20 normal children 59 62 patient nitrogen lipid absorpt grossli abnorm agelink differ found efficaci two pancreat enzym prepar found similar prepar produc signific improv absorpt protein lipid
349	bronchial labil cystic fibrosi investig airway respons exercis cystic fibrosi cf due report high incid allergi cf tri demonstr well document postexercis bronchospasm asthma patient cf subject ran treadmil 6 minut speed 3 mile per hour gradient 15 degre 12 control studi mean rise peak expiratori flow rate pefr exercis 47 mean fall pefr recoveri 07 eight atop asthmat studi mean rise pefr 122 mean fall pefr 337 29 patient cf mean rise pefr 203 mean fall pefr 31 patient cf show statist signific postexercis constrict compar control asthmat patient show postexercis fall pefr significantli greater seen control p 0001 cf patient p 0001 patient cf show postexercis bronchospasm differ patient cf posit skin test common allergen pattern bronchial liabil suggest gener desensit therapi institut patient cf mere basi posit skin test without stringent criteria characterist season variat respiratori symptomatolog famili histori atopi posit bronchial inhal provoc test
350	current manag cystic fibrosi although forti year pass sinc discoveri clinic entiti call lack better name cystic fibrosi treatment remain symptomat controversi moreov efficaci therapi difficult evalu sever reason lack suitabl anim model therapeut experiment protean manifest diseas natur variat sever prolong period observ requir chronic frequent lack satisfactori clinic paramet score respons state simplest form treatment cystic fibrosi direct toward longterm control salt loss malabsorpt bronchial obstruct manag sever complic diseas establish posit therapeut environ minim anxieti depress purpos review help pediatr practition gain secur daytoday manag children diseas advoc effect work relationship practition region cystic fibrosi pediatr pulmonari center longterm patient manag problem diagnosi treatment salt loss prevent treatment malabsorpt prevent treatment bronchial obstruct prevent treatment certain complic psychosoci support patient famili discuss
351	prenat detect genet defect intrauterin detect genet disord repres one excit advanc medicin major emphasi chapter detail review newer approach toward antenat detect congenit malform hemoglobinopathi well overview experi problem antenat detect chromosom aberr inborn error metabol approach prenat diagnosi genet disord includ amniocentesi visual fetu fetal blood sampl prenat detect genet disord becom realiti area evolv rapidli major indic intrauterin diagnosi substanti chang within past year prior time matern age previou down syndrom inborn error metabol xlink recess disord primari criteria approxim 85 case use cytogenet analysi within past year number laboratori half referr amniocentesi central nervou system defect certainli develop technic fetal blood sampl distribut frequenc indic may chang substanti probabl next year cytogenet abnorm neural tube defect common indic amniocentesi amniocentesi continu offer mani patient inborn error metabol probabl avail monitor hemoglobinopathi disord fetal blood well accur knowledg health fetu
352	adren cortex cystic fibrosi pancrea morpholog adren cortic zone 25 children cystic fibrosi 24 control patient present technic object measur zone describ hyperplasia zona glomerulosa children cystic fibrosi signific may relat chronic loss salt sweat demand place renal saltconserv mechan
353	bulg fontanel present sign cystic fibrosi vitamin metabol effect cerebrospin fluid pressur 512monthold infant singl problem bulg fontanel diagnosi cystic fibrosi secondari hypovitaminosi made find high sweat chlorid valu low serum caroten level greatli acceler rate weight gain follow addit pancreat enzym supplement confirm presenc malabsorpt infant develop characterist fibrosi pulmonari diseas 20 month age anim studi shown vitamin defici associ increas cerebrospin fluid csf pressur diminish absorpt csf patholog find thicken infiltr mucopolysaccharid dura mater around arachnoid villi
354	intrapleur inject quinacrin pneumothorax child cystic fibrosi pneumothorax occur 2 4 patient cystic fibrosi follow ruptur subpleur bleb pleural space death occur recurr report therapeut procedur includ needl aspir close thoracotomi drainag open thoracotomi pleural scarif intrapleur instil irrit inject pleural space antimalari drug quinacrin hydrochlorid evok inflammatori respons result fibrosi produc tight adher viscer pleural surfac quinacrin therapi pneumothorax frequent use adult pediatr case report
355	clinic observ biliari system cystic fibrosi biliari tree 66 patient cystic fibrosi examin convent roentgenograph method fortyf per cent oral cholecystogram judg abnorm criteria studi consid abnorm visual visual microgallbladd structur abnorm includ margin irregular septat gallbladd cholelithiasi intraven cholangiographi use studi 22 patient visual oral studi anatom abnorm preval six patient group normal appear gallbladd abdomin pain frequent symptom cystic fibrosi associ roentgenograph abnorm correl seen extern biliari tree abnorm multifoc biliari cirrhosi present 40 patient correl seen serum gamma glutamyl transpeptidas level either lesion
356	distribut complement c3 variant individu cystic fibrosi gene frequenc slow fast electrophoret variant complement c3 caucasian individu cystic fibrosi similar valu expect unaffect control therebi rule suspect differenti involv phenotyp diseas one famili cystic fibrosi complement c3 phenotyp segreg independ
357	third compon complement cystic fibrosi studi c3 level phenotyp 64 cystic fibrosi cf patient 92 cf parent 64 normal sibl 126 healthi control signific elev mean c3 level found cf patient parent one genet subgroup siblin ss femal c3 concentr cf patient correl degre clinic impair measur shwachmankulczycki sk score signific differ found preval c3 phenotyp f gene frequenc among group studi
358	amylas polymorph studi sera duoden aspir normal individu cystic fibrosi prior genet studi human pancreat amylas amy2 locu direct princip electrophoret analysi serum urin assumpt fluid receiv neglig contribut salivari ami 1 locu support assumpt observ isozym band lack patient cystic fibrosi postpancreatectomi patient examin sera 97 patient cystic fibrosi find normal level serum amylas electrophoresi threequart cystic fibrosi patient pattern f pattern observ normal sera pattern character absenc pa 1 compar electrophoresi mix experi indic fpattern salivari origin unmask cystic fibrosi absenc pancreat contribut normal serum pattern consid admixtur salivari pancreat amylas assumpt duoden fluid might close reflect pancreat ami 2 locu electrophoret studi perform 148 normal individu 37 individu cystic fibrosi electrophoret phenotyp duoden aspir complex previous report studi urin serum presum higher concentr amylas aspir compar electrophoresi mix experi indic phenotyp observ duoden aspir also reflect admixtur pancreat salivari amylas recognit pancreat salivari admixtur sera fortun alter prior understand genet ami 2 polymorph extens studi led delin ami 2 polymorph essenti base presenc absenc variant band prove outsid zone admixtur
359	transit time analysi forc expiratori vital capac cystic fibrosi transit time analysi forc expiratori vital capac maneuv appli 37 patient cystic fibrosi 8 22 year age analysi divid vital capac segment air assign transit time segment characterist distribut transit time use measur pulmonari function quantiti compar forc vital capac 1sec forc expiratori volum ratio 1sec forc expiratori volum vital capac peak flow forc expiratori flow middl half forc vital capac maxim expiratori flow 25 per cent vital capac specif airway conduct arteri po2 patient standard deviat transit time frequent abnorm mean transit time largest rang valu term standard deviat best singl estim overal lung function correl almost equal larg small airway function coeffici carianc transit time specif detect abnorm small airway sensit detect minim lung diseas standard deviat transit time
360	incid serum antibodi sever aspergillu speci candida albican cystic fibrosi incid serum ige antibodi sever speci aspergillu incid serum precipitin speci candida albican determin 22 children cystic fibrosi 17 children bronchial asthma 18 control subject ige antibodi found 50 per cent patient cystic fibrosi 29 per cent patient bronchial asthma none found control subject precipitin aspergillu speci present 59 per cent patient cystic fibrosi 35 per cent patient bronchial asthma 11 per cent control subject greater differ note total number precipitin band group compar trend sever case cystic fibrosi base shwachmankulczycki score greater incid precipitin lower frequenc ige antibodi aspergillu milder case candida precipitin found frequent patient cystic fibrosi 45 per cent patient bronchial asthma 18 per cent none found control group potenti role fungal hypersensit cystic fibrosi therapeut implic discuss light find
